class,softmax_output,set
0,[0.9726691  0.02733083],
0,[0.95056146 0.04943848],
0,[0.9452825  0.05471752],
0,[0.903334   0.09666602],
0,[0.9879842  0.01201584],
0,[0.9733051  0.02669491],
0,[9.9964666e-01 3.5334274e-04],
0,[0.94896066 0.05103939],
0,[0.9679799  0.03202008],
0,[0.99140453 0.00859545],
0,[0.9973596  0.00264041],
0,[0.9961242  0.00387575],
0,[0.95041823 0.04958174],
0,[9.996189e-01 3.811317e-04],
0,[0.9427358  0.05726425],
0,[0.99793434 0.00206567],
1,[1.7418936e-04 9.9982589e-01],
0,[0.89186895 0.10813101],
0,[0.9979481  0.00205186],
0,[0.971592   0.02840799],
0,[9.9927765e-01 7.2237430e-04],
0,[9.9980706e-01 1.9298651e-04],
0,[0.98796415 0.01203579],
0,[0.9891178  0.01088226],
0,[0.98583466 0.0141654 ],
0,[0.9987937  0.00120629],
0,[0.9907849  0.00921515],
0,[0.9951433  0.00485676],
0,[0.99251294 0.00748709],
0,[0.98993826 0.01006174],
0,[0.9800843  0.01991575],
0,[0.9898499  0.01015002],
0,[0.9870047 0.0129953],
0,[0.9856066  0.01439342],
0,[0.9740046  0.02599539],
0,[0.97156703 0.02843296],
0,[0.9535681  0.04643196],
0,[0.9955491  0.00445094],
0,[9.9969745e-01 3.0253638e-04],
0,[0.96002245 0.03997757],
0,[0.9987074  0.00129252],
0,[0.9965977  0.00340228],
0,[0.9197876  0.08021242],
0,[9.9932361e-01 6.7637954e-04],
0,[0.9361603  0.06383965],
0,[0.9870437 0.0129563],
0,[0.9976761  0.00232393],
0,[9.9942553e-01 5.7451724e-04],
0,[0.9989097  0.00109028],
0,[0.981262   0.01873793],
0,[0.9965423  0.00345767],
0,[0.9984175  0.00158253],
0,[0.9815802  0.01841983],
0,[0.98430574 0.01569423],
0,[0.9489248  0.05107521],
0,[0.9989857  0.00101433],
0,[0.94276744 0.05723258],
0,[0.97951436 0.02048563],
0,[9.9991906e-01 8.0899794e-05],
0,[0.84765035 0.15234964],
0,[0.80156225 0.1984377 ],
0,[0.9984276  0.00157241],
0,[0.9935737  0.00642626],
0,[0.86241347 0.13758655],
0,[0.9642242 0.0357758],
0,[9.9918419e-01 8.1574253e-04],
1,[0.01693665 0.9830633 ],
0,[0.9911969 0.0088031],
0,[0.9919802  0.00801977],
0,[9.9981171e-01 1.8831293e-04],
0,[0.9949418  0.00505819],
0,[0.95590854 0.04409149],
0,[0.91075194 0.08924811],
1,[0.03541484 0.9645851 ],
0,[9.9985421e-01 1.4575927e-04],
0,[0.9977204  0.00227961],
0,[0.9977004  0.00229956],
0,[0.9795593  0.02044068],
0,[0.99807465 0.00192533],
1,[0.018492   0.98150796],
0,[0.9972572  0.00274281],
0,[9.993648e-01 6.352691e-04],
1,[5.8253563e-04 9.9941742e-01],
0,[9.9939466e-01 6.0533563e-04],
0,[0.9985322  0.00146781],
0,[0.9985331  0.00146689],
0,[0.9984029  0.00159711],
0,[0.6887187  0.31128135],
0,[0.93748885 0.06251121],
0,[0.9979411  0.00205887],
1,[0.00449911 0.99550086],
0,[0.7879542  0.21204577],
0,[0.99537426 0.0046257 ],
0,[9.9910873e-01 8.9128601e-04],
1,[0.00873573 0.99126434],
0,[0.99757236 0.00242767],
0,[0.9970982  0.00290177],
0,[0.97475636 0.02524362],
0,[0.99146664 0.00853337],
0,[0.9985555  0.00144452],
0,[0.9945728  0.00542721],
0,[0.99231756 0.00768248],
0,[0.988576 0.011424],
0,[0.8891706  0.11082945],
0,[0.95439833 0.04560159],
0,[0.98129064 0.01870942],
0,[0.99857605 0.00142392],
0,[0.9986387  0.00136133],
0,[0.6528128  0.34718716],
0,[0.9927262  0.00727382],
0,[0.9841474  0.01585262],
1,[0.4165552 0.5834448],
1,[0.0239389 0.9760611],
0,[0.9801066  0.01989342],
0,[0.90469766 0.09530238],
0,[9.9959034e-01 4.0973054e-04],
0,[0.9985154  0.00148459],
0,[0.9909507  0.00904931],
1,[0.00740215 0.9925978 ],
0,[0.99850106 0.00149894],
0,[0.9986552  0.00134479],
0,[9.995894e-01 4.105868e-04],
0,[0.9964371  0.00356295],
0,[0.9987204  0.00127966],
0,[0.8099697  0.19003025],
0,[9.9927574e-01 7.2428642e-04],
0,[0.9985996  0.00140039],
0,[0.99048877 0.00951122],
1,[0.00528021 0.99471974],
0,[0.9986083  0.00139178],
0,[0.9988412  0.00115876],
0,[0.9245321  0.07546793],
0,[0.99454767 0.00545227],
0,[9.9930263e-01 6.9737947e-04],
0,[0.996947   0.00305302],
0,[0.9970798  0.00292015],
0,[0.9828083  0.01719174],
0,[0.8271309  0.17286907],
0,[9.9930215e-01 6.9782254e-04],
0,[0.99656016 0.00343985],
0,[0.98960555 0.01039442],
0,[0.99693465 0.00306537],
0,[0.99574643 0.00425352],
0,[0.97398937 0.02601066],
0,[0.99301636 0.00698359],
0,[9.9952674e-01 4.7333291e-04],
0,[0.96962917 0.03037082],
0,[0.98926663 0.01073333],
0,[0.9989471  0.00105289],
1,[9.117681e-04 9.990883e-01],
0,[9.9975115e-01 2.4880469e-04],
1,[0.1145362  0.88546383],
0,[9.9922323e-01 7.7671988e-04],
0,[0.99880826 0.00119176],
0,[0.9634203  0.03657979],
0,[0.99665475 0.00334527],
0,[0.9919391  0.00806085],
0,[0.99375135 0.00624865],
0,[0.99862325 0.00137677],
0,[9.992168e-01 7.832190e-04],
0,[0.98260844 0.01739154],
0,[0.996316   0.00368405],
0,[9.991534e-01 8.466472e-04],
0,[0.99660444 0.0033955 ],
0,[0.9963955  0.00360444],
0,[0.99701583 0.00298413],
0,[0.9858645  0.01413549],
0,[0.99377257 0.00622742],
0,[0.9981483  0.00185168],
0,[0.9672879  0.03271209],
0,[9.9957913e-01 4.2083004e-04],
0,[0.9984995 0.0015005],
0,[0.9747317  0.02526829],
0,[9.9949920e-01 5.0076534e-04],
0,[0.97365916 0.02634085],
0,[0.9961373  0.00386262],
0,[0.9970264  0.00297361],
0,[0.9974783  0.00252169],
0,[9.9925846e-01 7.4152037e-04],
0,[0.9825827  0.01741728],
0,[0.41886553 0.5811345 ],
0,[0.997959   0.00204098],
0,[0.9874893  0.01251072],
0,[0.79141253 0.20858747],
0,[0.9989268  0.00107322],
0,[0.9980603  0.00193965],
0,[0.9644549  0.03554503],
0,[0.9967912  0.00320879],
0,[0.98334867 0.01665131],
0,[0.9807616  0.01923836],
0,[0.9844105  0.01558943],
0,[0.98507    0.01492996],
0,[0.9588425  0.04115755],
0,[0.8137897  0.18621029],
0,[0.00888228 0.9911177 ],
0,[0.91827947 0.08172046],
0,[0.9823241  0.01767588],
0,[0.99849856 0.00150141],
0,[9.9950135e-01 4.9862190e-04],
0,[9.992835e-01 7.165574e-04],
0,[0.96412104 0.03587897],
1,[0.0556664 0.9443336],
0,[0.9916869  0.00831312],
0,[0.9982256  0.00177435],
0,[0.99752253 0.00247741],
0,[9.9938118e-01 6.1878684e-04],
0,[0.9003197 0.0996803],
0,[0.9837757  0.01622436],
1,[0.01693572 0.98306423],
0,[0.94042593 0.05957408],
0,[9.9938726e-01 6.1275903e-04],
0,[0.7812165  0.21878354],
0,[9.990656e-01 9.344398e-04],
0,[0.9985391  0.00146088],
0,[0.93990356 0.06009643],
0,[0.9871056  0.01289437],
0,[0.99606436 0.00393563],
0,[0.9840847  0.01591524],
0,[0.98762184 0.01237812],
0,[0.998248   0.00175207],
0,[9.9959916e-01 4.0080739e-04],
1,[0.01254092 0.98745906],
1,[0.00724614 0.9927538 ],
0,[0.9824639  0.01753607],
0,[0.99171185 0.00828816],
0,[9.9908745e-01 9.1258460e-04],
0,[0.9984686  0.00153136],
0,[0.9471058  0.05289415],
0,[0.9911947  0.00880529],
1,[0.08023062 0.9197694 ],
0,[0.9866297  0.01337029],
0,[0.86493355 0.13506646],
0,[0.99886024 0.00113982],
0,[0.9815134  0.01848667],
0,[0.9966594  0.00334061],
0,[0.9984326  0.00156745],
0,[0.9932112  0.00678886],
0,[0.98588806 0.01411188],
0,[0.9876143  0.01238569],
0,[9.9979180e-01 2.0826877e-04],
0,[0.9974452  0.00255477],
1,[1.1601069e-04 9.9988401e-01],
0,[0.9970427  0.00295728],
0,[9.9957913e-01 4.2087803e-04],
1,[0.13524488 0.8647551 ],
0,[9.9941194e-01 5.8807130e-04],
0,[0.99740463 0.00259534],
1,[0.02705553 0.9729445 ],
0,[0.9440493  0.05595067],
0,[0.9557686  0.04423145],
1,[0.01247619 0.9875238 ],
0,[0.995181   0.00481897],
0,[0.99896264 0.00103736],
0,[0.99456316 0.00543681],
1,[0.02346419 0.97653586],
0,[0.99651575 0.00348422],
0,[0.99571437 0.00428555],
0,[0.6333036  0.36669642],
0,[9.992023e-01 7.977469e-04],
0,[0.7318242 0.2681758],
0,[0.99527067 0.00472937],
0,[0.8805877  0.11941227],
0,[0.9979322  0.00206776],
1,[0.03526447 0.9647355 ],
1,[0.00594841 0.99405164],
0,[0.9989195  0.00108053],
0,[0.99720395 0.0027961 ],
0,[0.93316185 0.06683813],
0,[9.9975687e-01 2.4311343e-04],
0,[0.69317937 0.30682063],
0,[0.9698495  0.03015044],
0,[0.976179   0.02382093],
0,[0.9386816  0.06131834],
0,[0.94873506 0.05126495],
0,[9.9943775e-01 5.6223705e-04],
0,[0.9969464  0.00305367],
1,[0.0025812  0.99741876],
0,[0.9559204  0.04407952],
0,[0.99889237 0.00110764],
0,[0.9857153  0.01428466],
0,[0.93159646 0.06840352],
0,[0.9495329  0.05046707],
0,[0.99802554 0.00197446],
0,[0.99757403 0.00242596],
0,[0.9750728  0.02492714],
0,[0.9985232  0.00147685],
0,[9.9942529e-01 5.7471934e-04],
0,[0.98498905 0.01501099],
0,[0.94112176 0.05887828],
0,[0.9954953  0.00450464],
0,[0.9757722  0.02422788],
0,[9.9903905e-01 9.6094451e-04],
0,[0.99637896 0.00362109],
0,[0.99727327 0.00272675],
0,[0.9988236 0.0011764],
0,[0.9967945  0.00320552],
0,[0.98310906 0.01689098],
0,[0.9974981  0.00250192],
0,[0.9718545 0.0281455],
0,[0.99773276 0.00226716],
1,[0.01219613 0.9878038 ],
0,[0.97032344 0.02967657],
0,[0.9972447  0.00275527],
0,[0.7470257  0.25297427],
0,[0.9983094  0.00169067],
0,[0.9982078  0.00179223],
0,[9.9987245e-01 1.2758048e-04],
0,[9.9931204e-01 6.8801839e-04],
1,[0.01709441 0.9829056 ],
0,[0.95477337 0.04522671],
0,[0.85319656 0.14680341],
0,[0.9962463  0.00375372],
0,[0.99691963 0.00308038],
0,[0.98927516 0.01072481],
0,[0.9633712  0.03662874],
0,[9.996203e-01 3.796304e-04],
0,[0.9964474 0.0035526],
0,[0.7722725  0.22772743],
1,[0.14824706 0.85175294],
0,[0.9969643  0.00303572],
0,[0.8473224  0.15267761],
0,[0.8981457  0.10185426],
0,[0.9964149  0.00358502],
0,[9.9907935e-01 9.2058320e-04],
0,[9.992335e-01 7.665674e-04],
0,[0.995415   0.00458507],
0,[0.9908606  0.00913937],
0,[9.9985647e-01 1.4354114e-04],
0,[0.9621189  0.03788113],
0,[0.9971475  0.00285248],
0,[0.98685884 0.01314122],
0,[9.9962795e-01 3.7200979e-04],
0,[0.9973544  0.00264563],
0,[0.9979335  0.00206646],
1,[0.03634669 0.9636533 ],
0,[0.9088671 0.0911329],
0,[0.94638467 0.05361529],
0,[0.96694815 0.03305185],
0,[0.99592185 0.00407817],
0,[0.99169475 0.00830523],
0,[9.999082e-01 9.183586e-05],
0,[0.9981311  0.00186888],
0,[9.9961817e-01 3.8182025e-04],
0,[0.9941554  0.00584458],
0,[0.90506864 0.09493139],
0,[0.9818155  0.01818448],
0,[0.99229866 0.00770131],
0,[0.99317825 0.00682173],
0,[0.99774903 0.00225099],
0,[0.9209178  0.07908222],
0,[0.9972051  0.00279488],
0,[0.99699354 0.00300651],
0,[9.9964392e-01 3.5609302e-04],
0,[0.9959906  0.00400942],
0,[0.9989819  0.00101814],
0,[0.9986879  0.00131211],
0,[0.9136452  0.08635473],
0,[0.97889334 0.02110661],
0,[0.98759717 0.01240287],
0,[0.9945862  0.00541375],
0,[0.99358916 0.00641085],
0,[0.99885976 0.00114019],
0,[0.98764485 0.01235513],
1,[0.09522553 0.9047744 ],
0,[0.9796448  0.02035526],
0,[9.9923158e-01 7.6837244e-04],
0,[0.9272334  0.07276664],
0,[0.98669076 0.01330926],
0,[0.9944495  0.00555049],
0,[9.9911422e-01 8.8573055e-04],
0,[9.992749e-01 7.250720e-04],
0,[0.9971175  0.00288254],
0,[0.9982072  0.00179283],
0,[0.9089088  0.09109124],
0,[9.9938154e-01 6.1840890e-04],
1,[0.04883542 0.9511646 ],
0,[0.9687891  0.03121097],
0,[0.99581367 0.00418634],
0,[0.984945   0.01505499],
0,[9.996959e-01 3.041220e-04],
0,[0.99878305 0.00121695],
0,[0.9989675  0.00103252],
0,[0.9962767  0.00372332],
0,[0.9985355  0.00146452],
0,[0.9928717  0.00712834],
0,[0.99690044 0.00309961],
0,[0.9890854  0.01091459],
0,[9.9968314e-01 3.1682113e-04],
0,[0.9973878  0.00261217],
0,[0.99675095 0.00324907],
0,[0.8982068  0.10179328],
0,[0.9110028  0.08899711],
0,[0.83884394 0.16115609],
0,[0.99202114 0.00797888],
0,[9.9964583e-01 3.5416445e-04],
0,[0.99694234 0.00305762],
0,[0.9952922  0.00470781],
0,[0.98457515 0.01542479],
0,[0.98554635 0.0144536 ],
0,[9.9962234e-01 3.7758247e-04],
0,[9.9990964e-01 9.0400565e-05],
0,[0.9948407  0.00515933],
0,[0.99719584 0.0028041 ],
0,[0.9961243  0.00387573],
0,[0.9859526  0.01404744],
0,[0.9962786  0.00372144],
1,[0.01004371 0.98995626],
0,[0.9164615  0.08353843],
0,[0.99740905 0.00259101],
0,[0.8825792  0.11742081],
0,[9.9905950e-01 9.4047777e-04],
0,[0.99242    0.00757999],
0,[0.9930227  0.00697732],
0,[0.94539917 0.05460086],
1,[0.02692738 0.97307265],
0,[0.9911021  0.00889789],
0,[9.996885e-01 3.115670e-04],
0,[0.9312661  0.06873383],
0,[0.99749434 0.00250566],
0,[0.9981073  0.00189268],
0,[0.9975654  0.00243458],
0,[0.996473   0.00352695],
0,[0.99806064 0.00193932],
0,[0.99017227 0.00982766],
0,[0.98869205 0.011308  ],
0,[9.9956936e-01 4.3061003e-04],
0,[0.9978806  0.00211943],
0,[0.9665028  0.03349727],
0,[0.99650455 0.00349546],
0,[0.9958099  0.00419008],
0,[0.99798906 0.00201098],
0,[0.89858365 0.10141642],
0,[0.95479876 0.04520127],
0,[9.9982649e-01 1.7354182e-04],
0,[0.9938757  0.00612436],
1,[0.01648998 0.9835101 ],
0,[0.9462933  0.05370673],
0,[9.9977583e-01 2.2418794e-04],
0,[0.9208917  0.07910829],
0,[0.9821134  0.01788659],
1,[0.14792807 0.85207194],
0,[0.99640673 0.00359323],
0,[9.9993825e-01 6.1727427e-05],
0,[9.9959785e-01 4.0212701e-04],
0,[0.9977952  0.00220475],
0,[0.9934598  0.00654013],
0,[0.99841785 0.00158214],
0,[0.99390715 0.00609285],
0,[0.9986285  0.00137152],
0,[9.992131e-01 7.868366e-04],
0,[0.73830855 0.26169145],
0,[0.9953898  0.00461012],
0,[0.998749   0.00125095],
0,[0.9985226  0.00147739],
0,[9.9971968e-01 2.8033444e-04],
0,[9.99880314e-01 1.19708566e-04],
0,[0.9811428  0.01885716],
0,[0.9923999  0.00760017],
0,[0.99749136 0.00250868],
0,[0.93479854 0.06520147],
0,[0.85259813 0.14740193],
0,[0.9775213  0.02247864],
1,[1.255210e-04 9.998745e-01],
0,[0.99552804 0.00447201],
0,[0.9959632  0.00403679],
0,[0.98277676 0.01722328],
0,[0.98022354 0.0197765 ],
1,[7.765275e-04 9.992235e-01],
0,[0.9924374  0.00756257],
0,[0.3986814  0.60131866],
0,[0.9968258  0.00317419],
0,[0.996498   0.00350198],
0,[0.9554312  0.04456874],
0,[0.9950478 0.0049522],
0,[0.8791223  0.12087766],
0,[0.99872106 0.00127891],
0,[0.96386105 0.03613893],
0,[0.99112076 0.00887932],
0,[0.9940301  0.00596993],
0,[0.8440279  0.15597211],
0,[0.00639139 0.9936086 ],
0,[0.9956495  0.00435052],
0,[0.99476045 0.0052395 ],
0,[0.99569404 0.00430591],
0,[9.9961275e-01 3.8729407e-04],
1,[0.06155959 0.9384404 ],
0,[0.9919905  0.00800952],
0,[9.9932909e-01 6.7096634e-04],
0,[0.9931045  0.00689546],
0,[0.79825866 0.20174137],
0,[9.9944490e-01 5.5507955e-04],
0,[0.995749   0.00425097],
0,[9.9959320e-01 4.0686835e-04],
0,[9.999341e-01 6.588154e-05],
0,[0.9685373  0.03146274],
0,[0.99739254 0.00260746],
1,[0.00412431 0.9958758 ],
0,[0.9943119  0.00568813],
0,[0.92743325 0.07256678],
0,[0.9744066  0.02559334],
0,[0.99663585 0.00336418],
0,[0.9980628  0.00193725],
0,[0.9874965  0.01250349],
0,[0.9820648  0.01793524],
0,[0.9974368  0.00256319],
0,[0.9989562  0.00104379],
0,[0.99349505 0.00650496],
0,[0.99732107 0.0026789 ],
0,[0.9435374  0.05646263],
0,[0.99607867 0.00392134],
0,[0.57939273 0.4206073 ],
1,[0.2673491 0.7326509],
0,[0.9911675 0.0088325],
0,[0.9986173  0.00138276],
0,[0.91677386 0.08322615],
0,[0.71450704 0.28549293],
0,[0.99686855 0.00313139],
0,[0.9887189 0.011281 ],
0,[0.966736 0.033264],
1,[0.06695961 0.9330404 ],
0,[9.9940193e-01 5.9809303e-04],
0,[0.98932236 0.01067758],
0,[0.99561286 0.00438713],
0,[0.9979956  0.00200441],
0,[0.99197817 0.00802178],
0,[0.9873734  0.01262657],
1,[0.05407352 0.9459264 ],
1,[0.02450508 0.975495  ],
0,[9.993092e-01 6.908015e-04],
0,[9.9923110e-01 7.6892984e-04],
0,[0.98694474 0.01305521],
0,[0.99762124 0.00237876],
1,[0.03452537 0.9654746 ],
0,[0.981965   0.01803496],
0,[9.9975497e-01 2.4498260e-04],
0,[0.99873525 0.00126476],
0,[9.9925822e-01 7.4174366e-04],
0,[9.991042e-01 8.957393e-04],
0,[0.8584944  0.14150566],
0,[0.9947455 0.0052545],
0,[0.99247485 0.00752516],
0,[0.98729485 0.01270518],
0,[9.9947006e-01 5.2998721e-04],
0,[0.9550328  0.04496721],
0,[0.9984774  0.00152258],
0,[0.9978951  0.00210485],
0,[0.99527836 0.00472161],
0,[0.976782   0.02321798],
0,[0.9978345  0.00216552],
1,[0.07708005 0.92292   ],
0,[0.99786025 0.00213975],
0,[0.99650466 0.00349534],
0,[0.99751747 0.00248258],
1,[0.02330815 0.97669184],
0,[0.9897579  0.01024207],
0,[0.99406046 0.00593956],
0,[0.99405956 0.0059404 ],
0,[9.998585e-01 1.414552e-04],
1,[0.02156692 0.97843313],
0,[0.9100379  0.08996215],
0,[0.9962096  0.00379038],
1,[0.01885677 0.98114324],
0,[9.9972612e-01 2.7389737e-04],
0,[9.9946386e-01 5.3615449e-04],
0,[0.9286757  0.07132429],
0,[0.9948815 0.0051185],
0,[9.991048e-01 8.951661e-04],
0,[0.9973997  0.00260039],
0,[0.9985024  0.00149759],
0,[0.93660104 0.06339902],
0,[0.96289617 0.03710384],
0,[9.9959213e-01 4.0790488e-04],
0,[0.9963399  0.00366008],
0,[9.992317e-01 7.682676e-04],
0,[0.96867585 0.03132419],
0,[0.99189526 0.0081047 ],
0,[0.9847162  0.01528388],
0,[0.9977374  0.00226257],
0,[0.97860694 0.02139302],
0,[0.9952678  0.00473219],
0,[0.9986816 0.0013184],
0,[0.9985031  0.00149696],
0,[0.98410505 0.01589489],
0,[0.9898907  0.01010927],
0,[0.98881954 0.01118049],
0,[9.9964190e-01 3.5809304e-04],
0,[0.9989477  0.00105235],
0,[0.99512404 0.00487596],
0,[0.9970016  0.00299838],
0,[0.9987105  0.00128949],
0,[0.99134845 0.00865155],
0,[0.84017813 0.15982191],
0,[0.9975079  0.00249201],
0,[9.9932694e-01 6.7311287e-04],
0,[0.99784744 0.00215256],
0,[0.96323264 0.03676737],
0,[0.9917675  0.00823249],
0,[0.9893945  0.01060547],
0,[0.95449156 0.04550847],
0,[0.99900085 0.00099918],
0,[0.9974498  0.00255017],
0,[0.99697506 0.00302499],
0,[0.9984586  0.00154142],
0,[0.9522918  0.04770825],
0,[0.59950686 0.40049317],
0,[0.99509275 0.0049072 ],
1,[0.01006579 0.98993415],
0,[0.99753964 0.00246036],
0,[0.9491596  0.05084036],
0,[9.997838e-01 2.161826e-04],
0,[0.9982601  0.00173988],
0,[0.9964485  0.00355144],
0,[0.96659    0.03341004],
0,[0.99621326 0.00378673],
0,[9.9935979e-01 6.4027274e-04],
0,[0.6424349  0.35756508],
0,[0.7946746  0.20532541],
0,[0.70453775 0.2954623 ],
1,[0.00428449 0.99571544],
0,[0.96285284 0.03714714],
0,[9.998517e-01 1.483143e-04],
0,[0.9581533  0.04184674],
0,[0.99576545 0.00423456],
0,[0.9836975  0.01630254],
0,[0.99677986 0.00322013],
0,[0.9843354  0.01566461],
0,[0.9461216 0.0538784],
0,[0.9805368  0.01946324],
0,[0.00906587 0.99093413],
0,[0.9952962  0.00470378],
0,[0.99772173 0.00227822],
0,[0.9934755  0.00652446],
0,[9.9948198e-01 5.1802886e-04],
0,[0.99866664 0.00133332],
0,[0.99153566 0.00846428],
0,[0.9986438  0.00135619],
0,[0.98103815 0.01896184],
0,[0.98364913 0.01635089],
0,[0.9940258  0.00597419],
0,[0.986521   0.01347896],
0,[0.99585587 0.00414414],
0,[0.74677074 0.25322926],
0,[0.95096254 0.04903744],
0,[0.9910483  0.00895179],
1,[0.02564968 0.97435033],
0,[9.9957436e-01 4.2561794e-04],
0,[0.99838924 0.00161074],
0,[0.99258655 0.00741341],
1,[0.16449109 0.8355089 ],
0,[0.9777674  0.02223257],
0,[9.9944204e-01 5.5788882e-04],
1,[0.02936424 0.9706358 ],
0,[9.993936e-01 6.064143e-04],
0,[0.9865404  0.01345966],
0,[0.9243882  0.07561181],
1,[0.00468796 0.995312  ],
0,[9.9986577e-01 1.3425799e-04],
0,[0.9944712  0.00552881],
0,[0.99591464 0.00408533],
0,[0.97318935 0.02681067],
0,[0.99318564 0.00681429],
0,[0.98050034 0.01949964],
0,[0.99488753 0.00511244],
0,[0.9976318  0.00236817],
0,[0.94603515 0.0539649 ],
0,[0.9979505  0.00204957],
0,[0.9941789  0.00582111],
0,[0.9708029  0.02919704],
0,[0.9241424  0.07585754],
0,[0.99523854 0.0047614 ],
0,[9.9978393e-01 2.1603671e-04],
0,[0.71873367 0.28126636],
0,[0.98334324 0.01665679],
0,[0.998733   0.00126706],
0,[0.9883388  0.01166116],
0,[0.9976392  0.00236088],
0,[0.9820172  0.01798276],
0,[0.9942352  0.00576475],
0,[0.9913874  0.00861256],
0,[0.9909938  0.00900617],
0,[0.9942913  0.00570874],
0,[0.9689298 0.0310701],
0,[0.9926392  0.00736081],
0,[0.97625345 0.02374654],
1,[0.00134567 0.99865437],
0,[0.9984699  0.00153011],
0,[0.9958235  0.00417647],
0,[9.9970716e-01 2.9285726e-04],
1,[0.02513907 0.9748609 ],
0,[0.9947014  0.00529866],
0,[9.9983799e-01 1.6200021e-04],
0,[0.9957209  0.00427915],
0,[9.9950016e-01 4.9985590e-04],
0,[0.02667853 0.97332144],
0,[0.9966659  0.00333414],
1,[0.00351881 0.9964812 ],
0,[0.9941163  0.00588371],
0,[0.97500163 0.02499837],
0,[0.99897766 0.00102234],
0,[0.99786633 0.00213372],
0,[0.9334708  0.06652926],
0,[9.993297e-01 6.703310e-04],
0,[0.9098354  0.09016459],
0,[0.94043136 0.05956872],
0,[0.8114998  0.18850021],
0,[9.9963653e-01 3.6341225e-04],
0,[9.994411e-01 5.589067e-04],
0,[9.9955994e-01 4.4007949e-04],
0,[0.99414957 0.00585045],
0,[0.998072   0.00192788],
0,[0.99570614 0.00429394],
0,[0.9672862  0.03271374],
0,[9.9912554e-01 8.7452598e-04],
0,[0.9853276  0.01467241],
0,[0.9976361  0.00236391],
0,[0.995336   0.00466403],
1,[0.01443374 0.98556626],
0,[0.9987583  0.00124169],
0,[0.19555925 0.80444074],
0,[0.99808097 0.00191909],
0,[0.99754494 0.00245498],
0,[0.9938694 0.0061306],
0,[0.9894532  0.01054674],
0,[0.9960192  0.00398087],
0,[0.9945431  0.00545694],
0,[0.9540471  0.04595291],
0,[0.9984889  0.00151105],
1,[0.00449357 0.9955064 ],
0,[0.99602973 0.00397033],
0,[0.9398871  0.06011292],
0,[0.9678495 0.0321505],
1,[0.12731202 0.872688  ],
0,[0.99872965 0.00127031],
0,[0.9988017  0.00119832],
0,[0.9987596  0.00124036],
0,[9.9903786e-01 9.6213596e-04],
0,[0.9977449  0.00225511],
0,[0.9983833  0.00161674],
0,[9.9994779e-01 5.2177074e-05],
1,[0.1369685  0.86303145],
0,[9.9963105e-01 3.6897126e-04],
0,[0.8739183  0.12608169],
1,[0.11277519 0.88722485],
0,[0.99793625 0.00206374],
0,[0.9983779  0.00162206],
0,[0.99600154 0.00399848],
1,[0.00662978 0.9933702 ],
0,[0.92860335 0.07139663],
0,[9.9901795e-01 9.8200794e-04],
0,[9.992386e-01 7.613642e-04],
0,[0.99476767 0.0052323 ],
0,[9.9966216e-01 3.3785799e-04],
0,[0.996765   0.00323503],
0,[9.998691e-01 1.308580e-04],
0,[9.9947733e-01 5.2268145e-04],
0,[0.9924004  0.00759957],
0,[0.9982539  0.00174609],
0,[0.11220597 0.8877941 ],
1,[0.01022181 0.9897782 ],
0,[0.9966054  0.00339465],
0,[0.9974866  0.00251337],
0,[0.96930504 0.03069498],
0,[0.9932526 0.0067474],
0,[0.9919294  0.00807064],
0,[0.99632615 0.00367378],
0,[0.6015011 0.3984989],
0,[0.9865899  0.01341005],
0,[0.9986431  0.00135686],
0,[0.98564106 0.01435886],
0,[0.9973085  0.00269148],
0,[0.9703139  0.02968608],
0,[0.99804735 0.00195264],
0,[0.99826777 0.00173215],
0,[9.9916148e-01 8.3847455e-04],
0,[0.99696547 0.00303459],
1,[0.00990313 0.9900969 ],
0,[0.99529535 0.00470463],
0,[0.9531711  0.04682893],
0,[0.99677986 0.00322012],
0,[0.98596174 0.01403829],
0,[0.22872855 0.7712714 ],
0,[0.99872357 0.00127646],
1,[0.04582965 0.9541704 ],
0,[0.9948708  0.00512926],
1,[0.22414073 0.7758593 ],
0,[0.9958093  0.00419071],
0,[0.97881305 0.021187  ],
0,[0.8406437  0.15935631],
0,[0.8961252  0.10387484],
0,[9.9987376e-01 1.2617282e-04],
0,[0.98435277 0.01564725],
0,[0.99729544 0.00270451],
0,[0.9983577  0.00164223],
0,[0.9985436  0.00145639],
0,[0.07823677 0.92176324],
0,[0.9955754 0.0044246],
0,[0.9679064  0.03209357],
0,[0.9935475  0.00645254],
0,[0.9717942  0.02820583],
0,[0.9926853  0.00731462],
0,[0.9983975  0.00160243],
0,[0.82294947 0.17705052],
0,[0.99725014 0.00274986],
0,[0.99821293 0.00178709],
1,[0.23551358 0.76448643],
0,[0.5397419 0.4602581],
0,[9.9952507e-01 4.7494733e-04],
1,[7.8751706e-04 9.9921250e-01],
0,[0.9987614  0.00123854],
0,[0.985092   0.01490795],
0,[0.99547416 0.00452584],
0,[0.99623173 0.00376828],
0,[0.99661285 0.00338709],
0,[9.9952769e-01 4.7233276e-04],
0,[0.99877053 0.00122944],
0,[0.996912   0.00308795],
0,[0.99633884 0.00366121],
1,[0.04384144 0.95615864],
0,[0.9981048  0.00189521],
1,[0.00746412 0.99253595],
0,[0.97419965 0.02580034],
0,[0.9968284  0.00317156],
0,[0.97381413 0.02618593],
0,[0.9985688  0.00143115],
0,[0.98790133 0.01209866],
