class,predictions,softmax_output,sigmoid_output,set
0,[ 2.0070837 -1.9238527],[0.9807524  0.01924755],[0.8815388  0.12743255],train
0,[ 3.123986 -3.662869],[0.9988727  0.00112724],[0.9578713  0.02501689],train
0,[ 0.7601937 -1.2383077],[0.8806397  0.11936036],[0.6813958 0.2247307],train
0,[ 2.6135874 -3.8712845],[0.99847597 0.00152403],[0.93173087 0.0204065 ],train
0,[ 3.6889408 -4.2076387],[9.9962807e-01 3.7187539e-04],[0.97561127 0.01466326],train
0,[ 2.1555784 -2.6471958],[0.99185985 0.00814014],[0.8961889  0.06616206],train
0,[ 0.8175426 -1.2659178],[0.8892852  0.11071482],[0.69371444 0.21995687],train
0,[ 1.454046  -2.2095826],[0.97500163 0.02499837],[0.8106203  0.09889325],train
1,[-3.0912983  2.5825284],[0.00342294 0.9965771 ],[0.04346762 0.9297287 ],train
0,[ 2.6107194 -2.9921343],[0.99632615 0.00367378],[0.9315483  0.04778249],train
0,[ 1.5019776 -2.4586618],[0.9813052  0.01869478],[0.8178692  0.07880744],train
0,[ 2.1464496 -2.5521348],[0.990974   0.00902595],[0.89533657 0.0722832 ],train
0,[ 2.7708576 -2.564523 ],[0.99520504 0.00479497],[0.9410806  0.07145685],train
0,[ 1.613017 -1.530747],[0.95866233 0.0413377 ],[0.8338298 0.1778844],train
0,[ 3.1503487 -2.8034892],[0.99741083 0.00258914],[0.9589225  0.05713592],train
0,[ 2.7617078 -3.5961854],[0.9982699  0.00173002],[0.9405711  0.02669593],train
0,[ 2.2554996 -2.6622927],[0.9927378  0.00726214],[0.90512383 0.06523538],train
0,[ 3.2078986 -3.3450153],[0.99857605 0.00142392],[0.96113044 0.03405878],train
0,[ 2.2981298 -2.4686716],[0.9915643  0.00843578],[0.9087221  0.07808381],train
0,[ 1.3311367 -1.2177985],[0.927502   0.07249805],[0.79102856 0.22832412],train
0,[ 3.0791316 -3.4898183],[0.99859875 0.0014013 ],[0.9560237  0.02960332],train
0,[ 3.2115085 -3.816703 ],[9.9911422e-01 8.8573055e-04],[0.961265   0.02152662],train
0,[ 2.4775102 -2.3836956],[0.9923184  0.00768168],[0.92255014 0.08442447],train
0,[-0.68550986 -0.04283605],[0.3446424  0.65535766],[0.33503267 0.48929262],train
0,[ 2.8956602 -2.6751673],[0.9962071  0.00379289],[0.9476315  0.06445467],train
0,[ 4.174377 -4.052408],[9.9973267e-01 2.6732296e-04],[0.9848483  0.01708355],train
0,[ 2.4903142 -2.8605587],[0.99527836 0.00472161],[0.92346    0.05413808],train
0,[ 2.3905942 -2.9605286],[0.99527955 0.00472043],[0.91610724 0.04924126],train
0,[ 1.7835499 -1.8037933],[0.9730734  0.02692664],[0.8561347  0.14138994],train
0,[ 2.7077105 -2.5628164],[0.9948854  0.00511461],[0.93748003 0.07157017],train
0,[ 1.6767037 -1.9865602],[0.9749927  0.02500726],[0.84246755 0.12062126],train
0,[ 2.3847835 -3.1396532],[0.9960277  0.00397227],[0.91565955 0.04150091],train
0,[ 2.0009573 -3.1294425],[0.99412054 0.00587942],[0.8808976  0.04190899],train
0,[ 2.0082736 -2.5391781],[0.9895169 0.0104831],[0.8816631  0.07315688],train
0,[ 1.1518134 -1.3313013],[0.9229496  0.07705042],[0.7598419 0.2089442],train
0,[ 1.7461063 -1.3168862],[0.95534015 0.04465985],[0.85146105 0.21133684],train
0,[ 2.4787753 -2.297115 ],[0.99163985 0.00836009],[0.92264044 0.09136217],train
0,[ 1.808688 -2.313248],[0.9840456  0.01595443],[0.8592032 0.0900317],train
0,[ 0.9681255 -2.0150084],[0.9518063  0.04819366],[0.7247457  0.11763611],train
0,[ 2.7787268 -3.123123 ],[0.997273   0.00272693],[0.9415153  0.04216347],train
0,[ 3.970263 -3.784877],[9.9957162e-01 4.2835047e-04],[0.98148096 0.02220729],train
0,[ 1.9755907 -2.0763154],[0.982908   0.01709198],[0.8782103  0.11142025],train
0,[ 3.5573032 -4.0576367],[9.9950719e-01 4.9278745e-04],[0.972275   0.01699597],train
0,[ 2.474324 -2.960622],[0.99565744 0.00434253],[0.9223221  0.04923688],train
0,[ 1.8774985 -2.7461054],[0.99027807 0.00972191],[0.8673236  0.06030698],train
0,[ 1.7105973 -1.7820765],[0.97047853 0.0295214 ],[0.84691375 0.14404692],train
1,[-3.336494   2.2098663],[0.00388647 0.99611354],[0.03434023 0.901132  ],train
0,[ 3.1802294 -2.9770725],[0.9978865  0.00211348],[0.9600834  0.04847247],train
0,[ 1.5382026 -1.4589517],[0.95244545 0.0475546 ],[0.8232033 0.1886277],train
0,[ 3.1983325 -4.063723 ],[9.992988e-01 7.011724e-04],[0.96077144 0.01689459],train
0,[ 3.3554811 -3.4768865],[0.9989229  0.00107714],[0.96628386 0.02997709],train
0,[-0.18130657 -0.26753053],[0.5215426  0.47845736],[0.45479712 0.43351343],train
1,[-2.7374961  1.8937821],[0.0096483  0.99035174],[0.06079672 0.86918616],train
0,[ 3.6207454 -3.9606166],[9.994904e-01 5.096066e-04],[0.9739348  0.01869519],train
0,[ 3.7597005 -3.7414687],[9.994479e-01 5.521331e-04],[0.9772394  0.02316968],train
0,[ 3.115424 -4.030839],[9.9921274e-01 7.8718225e-04],[0.95752454 0.01744953],train
0,[ 4.3421135 -5.1173205],[9.9992204e-01 7.7944584e-05],[0.9871581  0.00595637],train
0,[ 3.1036532 -3.4673111],[0.9986015  0.00139849],[0.9570432  0.03025678],train
0,[ 2.9123976 -3.450856 ],[0.9982792  0.00172078],[0.9484559  0.03074334],train
0,[ 0.23751964 -0.5277256 ],[0.6824914  0.31750858],[0.5591023 0.3710475],train
0,[ 1.1628286 -1.9034402],[0.9554798  0.04452027],[0.7618463 0.1297196],train
0,[ 2.2525043 -2.6369312],[0.9925305  0.00746945],[0.9048664  0.06679908],train
0,[ 1.6160052 -1.8253219],[0.9689715  0.03102856],[0.8342434  0.13879651],train
0,[ 2.6737378 -2.7963986],[0.99580693 0.004193  ],[0.93545914 0.0575191 ],train
0,[ 1.9245242 -2.297404 ],[0.98554176 0.01445822],[0.8726421  0.09133819],train
0,[ 2.3033063 -3.6130044],[0.9973122  0.00268788],[0.9091505  0.02626238],train
0,[ 2.2415056 -3.098441 ],[0.99522674 0.00477323],[0.9039153  0.04317161],train
0,[ 1.7554569 -1.5930597],[0.9660562  0.03394378],[0.8526398  0.16895387],train
0,[ 2.8305917 -2.9705975],[0.99698514 0.00301484],[0.94430673 0.048772  ],train
0,[ 1.3420644 -2.1367314],[0.97007835 0.02992161],[0.7928292  0.10557765],train
0,[ 1.712341  -2.1214542],[0.9788304  0.02116954],[0.84713966 0.10702901],train
0,[ 2.4826696 -2.7226372],[0.9945426  0.00545742],[0.92291796 0.06165072],train
0,[ 1.4360286 -2.1739118],[0.97365916 0.02634085],[0.8078389 0.1021178],train
0,[ 2.3317807 -2.6581447],[0.9932399  0.00676016],[0.9114751  0.06548879],train
0,[ 1.8474627 -1.6499437],[0.9706139  0.02938611],[0.8638289  0.16111656],train
1,[-3.3695173  2.4689648],[0.0029048 0.9970952],[0.03326182 0.9219373 ],train
1,[-2.421271   1.9152852],[0.01291258 0.98708737],[0.08156499 0.8716118 ],train
0,[ 2.4669564 -3.0840423],[0.9961314  0.00386855],[0.9217926  0.04377031],train
0,[ 2.5577035 -2.4210536],[0.99316436 0.00683557],[0.9280894  0.08158127],train
0,[ 4.3777804 -4.2484393],[9.9982077e-01 1.7930917e-04],[0.9876024  0.01408528],train
0,[ 2.2667325 -2.4415872],[0.9910607  0.00893929],[0.90608406 0.08005594],train
1,[-2.5696905  2.7977307],[0.00464448 0.9953556 ],[0.07111475 0.94255304],train
0,[ 1.4554455 -2.9270256],[0.98765975 0.01234026],[0.8108351  0.05083365],train
0,[ 1.2962495 -1.9032936],[0.9608171  0.03918292],[0.78520316 0.12973616],train
0,[ 2.4528682 -2.2006056],[0.99056154 0.00943851],[0.92077094 0.09969612],train
0,[ 1.1846523 -1.6938032],[0.94677114 0.05322891],[0.76578325 0.15527634],train
0,[ 0.5366877 -1.246466 ],[0.85608584 0.14391413],[0.6310415  0.22331247],train
0,[ 2.4182966 -2.708158 ],[0.9940975  0.00590253],[0.91821194 0.06249368],train
0,[ 3.1481097 -3.2668943],[0.9983658  0.00163414],[0.9588342  0.03672453],train
0,[ 2.0988033 -2.6349607],[0.9912833  0.00871667],[0.8907868  0.06692202],train
0,[ 0.66806775 -0.65916765],[0.790383   0.20961702],[0.66107035 0.34092662],train
0,[ 1.84033   -2.3859453],[0.9856036  0.01439641],[0.8629877  0.08425073],train
1,[-3.387294   2.1299431],[0.00400086 0.9959992 ],[0.03269493 0.89377964],train
0,[ 3.2576911 -3.006183 ],[0.99809974 0.00190024],[0.96294844 0.04714733],train
0,[ 2.0257385 -2.7261875],[0.99143887 0.00856112],[0.8834731  0.06144567],train
0,[ 4.166213  -4.4721045],[9.9982291e-01 1.7715344e-04],[0.984726   0.01129423],train
0,[ 0.5139195 -1.6409739],[0.8961252  0.10387484],[0.6257249 0.1623326],train
1,[-2.815957  2.421663],[0.00528481 0.99471515],[0.05646795 0.91846436],train
0,[-0.42833626 -0.7695134 ],[0.5844764  0.41552353],[0.39452368 0.31658438],train
0,[ 2.0762336 -2.3671951],[0.988381   0.01161897],[0.8885717  0.08570868],train
0,[ 2.4388554 -2.1373007],[0.98981047 0.0101895 ],[0.9197426 0.1055239],train
0,[ 2.5328019 -3.4564779],[0.99750084 0.00249921],[0.92640954 0.03057626],train
0,[ 1.9353042 -2.428891 ],[0.987435   0.01256501],[0.8738354  0.08099598],train
0,[ 4.1952486 -4.5914693],[9.9984729e-01 1.5272507e-04],[0.98515666 0.01003621],train
0,[ 1.6991059 -2.7462733],[0.9884034 0.0115966],[0.8454179  0.06029746],train
0,[ 1.1115825 -1.4605552],[0.9290467  0.07095325],[0.752424   0.18838243],train
0,[ 3.8289945 -4.3502526],[9.9971968e-01 2.8033444e-04],[0.97873074 0.01273917],train
1,[-2.2298272  1.951217 ],[0.0150525 0.9849475],[0.0971038  0.87557924],train
0,[ 0.61892873 -0.96823543],[0.83021677 0.16978325],[0.6499749  0.27523237],train
0,[ 4.4959774 -5.388582 ],[9.9994910e-01 5.0952814e-05],[0.9889692  0.00454767],train
1,[-3.6950552  2.2496762],[0.00261276 0.99738723],[0.02424372 0.9046226 ],train
0,[ 3.7441852 -3.3719313],[9.991887e-01 8.112550e-04],[0.9768917  0.03318429],train
0,[ 1.4922282 -2.146698 ],[0.9743925  0.02560757],[0.81641245 0.10464019],train
0,[ 2.196631  -1.9972812],[0.9851371  0.01486291],[0.8999466  0.11948868],train
0,[ 0.9012367 -0.50536  ],[0.8032286  0.19677141],[0.7112036  0.37628186],train
0,[ 2.156924  -3.0911853],[0.99477    0.00522995],[0.89631397 0.04347232],train
0,[ 3.9293134 -4.5669503],[9.9979585e-01 2.0418834e-04],[0.98072183 0.01028276],train
0,[ 1.6190223 -2.2959318],[0.9804484  0.01955158],[0.8346603  0.09146044],train
0,[ 3.4113033 -3.3293004],[0.9988194  0.00118054],[0.9680559  0.03457958],train
0,[ 2.2336226 -2.9726336],[0.99454767 0.00545227],[0.90322846 0.04867762],train
0,[ 3.5995653 -3.6270409],[9.992736e-01 7.264557e-04],[0.9733917  0.02590581],train
0,[0.01316178 0.00671514],[0.50161165 0.49838832],[0.5032904  0.50167876],train
0,[ 2.8428922 -3.594187 ],[0.99840146 0.00159852],[0.94495004 0.0267479 ],train
0,[ 3.623081  -3.6946042],[9.993368e-01 6.632566e-04],[0.9739941  0.02425439],train
1,[-1.9922806  1.4147414],[0.03207673 0.9679233 ],[0.1200158 0.8045127],train
0,[ 2.4165246 -2.6590936],[0.9937915  0.00620844],[0.9180788  0.06543073],train
0,[ 2.0724335 -2.663232 ],[0.9912997  0.00870025],[0.88819486 0.06517813],train
0,[ 1.6378573 -1.9825352],[0.9739259 0.0260741],[0.83724314 0.12104884],train
0,[ 2.9265695 -2.6869671],[0.9963651  0.00363488],[0.94914436 0.06374679],train
0,[ 2.204499  -1.9785401],[0.984977   0.01502295],[0.90065277 0.12147456],train
0,[ 3.3575792 -4.0314975],[9.9938238e-01 6.1758456e-04],[0.9663521  0.01743824],train
0,[ 1.9351134 -2.4261992],[0.9873992  0.01260081],[0.87381434 0.08119657],train
0,[ 3.2982883 -3.978679 ],[9.993092e-01 6.908015e-04],[0.9643701  0.01836669],train
0,[ 1.8246889 -1.9398626],[0.9773471  0.02265295],[0.86112785 0.12566295],train
0,[ 2.4889219 -2.693034 ],[0.9944143  0.00558564],[0.9233616  0.06338567],train
0,[ 3.8353875 -3.921417 ],[9.9957234e-01 4.2763856e-04],[0.9788634  0.01942807],train
1,[-0.4543199   0.67665476],[0.24398126 0.7560187 ],[0.38833416 0.66299164],train
0,[ 3.157341  -3.6138654],[0.998855 0.001145],[0.95919704 0.02624037],train
0,[ 2.7150378 -2.782982 ],[0.99592185 0.00407817],[0.93790823 0.05825075],train
0,[ 0.19538374 -1.2136278 ],[0.80360997 0.19638999],[0.5486911  0.22905979],train
0,[ 0.7480336 -1.0118619],[0.85319656 0.14680341],[0.6787501  0.26661563],train
0,[ 1.7297591 -1.310728 ],[0.95437    0.04562996],[0.84938157 0.21236505],train
1,[-2.8681214  2.3736222],[0.00526318 0.99473685],[0.05375212 0.9147936 ],train
1,[-2.355556   1.8137017],[0.01522825 0.9847718 ],[0.08662516 0.8598087 ],train
0,[ 2.9508684 -2.7723606],[0.9967415  0.00325849],[0.9503045  0.05883617],train
0,[ 2.4313753 -2.6351788],[0.9937354  0.00626461],[0.9191887 0.0669084],train
0,[ 3.6158147 -4.0518165],[9.9953246e-01 4.6750580e-04],[0.97380936 0.01709349],train
0,[ 0.8701896 -1.5421041],[0.91775995 0.08224004],[0.70478517 0.1762296 ],train
0,[ 1.6554455 -2.3516812],[0.98213917 0.01786076],[0.8396257  0.08693223],train
0,[ 3.8717124 -3.6010082],[9.9943191e-01 5.6805694e-04],[0.9796021 0.0265709],train
1,[-2.9825802  2.2158794],[0.00549471 0.9945052 ],[0.04821908 0.90166646],train
1,[-2.1858642  1.7008008],[0.0201013 0.9798987],[0.10102709 0.8456393 ],train
0,[ 1.7379438 -1.7847214],[0.9713259  0.02867418],[0.8504257  0.14372112],train
0,[ 2.2775915 -2.7725236],[0.99363226 0.00636779],[0.9070041  0.05882713],train
0,[ 3.3086727 -3.7828948],[9.9916863e-01 8.3140022e-04],[0.96472514 0.02225037],train
0,[ 2.6373844 -2.9301574],[0.9961947  0.00380532],[0.9332291  0.05068275],train
0,[ 1.3534635 -2.6268337],[0.98166245 0.01833754],[0.7946953  0.06743129],train
0,[ 1.5865928 -2.691978 ],[0.98632705 0.01367292],[0.83013624 0.06344838],train
0,[ 3.4388041 -4.5039706],[9.996449e-01 3.550933e-04],[0.9688955  0.01094388],train
0,[ 0.5134854  -0.77799994],[0.78439844 0.2156015 ],[0.62562317 0.31475112],train
1,[-2.929701   2.0796072],[0.00663125 0.9933688 ],[0.05070471 0.8889053 ],train
0,[ 2.2932575 -2.2312646],[0.9892763  0.01072365],[0.9083171  0.09697784],train
0,[ 1.9325174 -2.084749 ],[0.9823162  0.01768376],[0.8735278  0.11058801],train
0,[ 2.5541656 -3.2478101],[0.9969875  0.00301248],[0.9278528  0.03740565],train
0,[ 3.2432885 -3.5754018],[0.99890804 0.00109196],[0.9624312 0.0272413],train
0,[ 2.3377607 -3.1441014],[0.9958556  0.00414433],[0.9119565  0.04132433],train
0,[ 2.6333616 -2.8334038],[0.99579287 0.0042071 ],[0.93297803 0.05554556],train
0,[ 2.4267697 -3.0371225],[0.9957808  0.00421916],[0.91884595 0.0457767 ],train
0,[ 2.6809752 -2.9066627],[0.99627006 0.0037299 ],[0.9358946  0.05182518],train
0,[ 1.6164824 -2.2585235],[0.9796678  0.02033224],[0.83430946 0.09461678],train
1,[-1.7264937  1.5744953],[0.03553727 0.9644627 ],[0.15103662 0.8284235 ],train
0,[-0.27177155 -0.43107513],[0.5397419 0.4602581],[0.43247226 0.39386964],train
0,[ 2.9640324 -2.6876738],[0.99650073 0.00349923],[0.95092255 0.06370462],train
0,[ 1.4389607 -1.8827883],[0.96516746 0.03483256],[0.80829364 0.13206893],train
0,[ 3.1207979 -3.4256313],[0.9985668  0.00143317],[0.9577425  0.03150396],train
0,[ 2.9732625 -3.3461273],[0.9982022 0.0017978],[0.95135146 0.03402221],train
0,[ 2.609328  -3.9994648],[0.9986533  0.00134664],[0.93145955 0.01799567],train
0,[ 0.8878574 -1.577865 ],[0.92170364 0.07829638],[0.7084478  0.17109807],train
0,[ 3.100713  -2.3953753],[0.9959139  0.00408603],[0.9569221  0.08352605],train
0,[ 1.8342823 -2.877011 ],[0.991087   0.00891298],[0.86227113 0.05330176],train
0,[ 3.9908597 -4.141561 ],[9.9970621e-01 2.9376973e-04],[0.9818517  0.01564922],train
0,[ 2.289882  -3.0319698],[0.9951401  0.00485997],[0.9080356 0.0460023],train
0,[ 0.62898296 -1.325982  ],[0.87598705 0.12401299],[0.6522588  0.20982477],train
0,[ 2.0044405 -2.7288146],[0.99127895 0.00872106],[0.8812625  0.06129433],train
1,[-3.3423274  2.9325435],[0.00187949 0.9981205 ],[0.03414732 0.94943196],train
1,[-1.0098382   0.36120912],[0.20245066 0.79754937],[0.26701152 0.5893331 ],train
0,[ 0.6220346 -2.585882 ],[0.9611311  0.03886889],[0.65068114 0.07005258],train
0,[ 2.2497678 -2.3402996],[0.9899498  0.01005014],[0.90463054 0.08783991],train
0,[ 2.2746282 -2.743737 ],[0.9934282  0.00657186],[0.90675384 0.06044134],train
0,[ 2.1014922 -2.6094835],[0.9910842  0.00891579],[0.89104813 0.06853057],train
1,[-3.5573804  3.183105 ],[0.00118068 0.9988193 ],[0.02772294 0.9601936 ],train
0,[ 3.0614724 -2.9024642],[0.9974368  0.00256319],[0.95527524 0.05203189],train
0,[ 2.797479  -3.2866085],[0.9977264  0.00227366],[0.9425395  0.03603347],train
1,[-1.8810575  1.0643004],[0.04995637 0.9500436 ],[0.13226745 0.74351156],train
0,[ 1.4150378 -1.5732077],[0.9520403  0.04795974],[0.8045593  0.17175959],train
0,[ 1.5850867 -1.9306847],[0.97113323 0.0288668 ],[0.8299237  0.12667482],train
0,[ 0.7511797 -1.1252886],[0.86720496 0.13279507],[0.6794357  0.24503161],train
0,[ 1.0985957 -2.5157487],[0.9737718  0.02622813],[0.7499969  0.07476148],train
0,[ 0.75273836 -1.4209906 ],[0.8978655  0.10213458],[0.67977506 0.19450635],train
0,[ 1.3190557 -2.2776692],[0.9733181  0.02668191],[0.7890246  0.09298935],train
0,[ 1.6492192 -1.5058849],[0.9591093  0.04089063],[0.83878547 0.18154946],train
0,[ 2.9776976 -3.7116678],[0.9987575  0.00124253],[0.9515564  0.02385382],train
0,[ 1.8534638 -1.9992782],[0.9792195  0.02078048],[0.8645333  0.11927874],train
0,[ 1.7187134 -2.2473884],[0.9814052  0.01859483],[0.847963   0.09557498],train
0,[ 1.70752   -1.4512147],[0.9592516  0.04074848],[0.8465143 0.1898147],train
0,[ 3.5368676 -4.429231 ],[9.996531e-01 3.469098e-04],[0.9717187  0.01178315],train
0,[ 2.939364 -2.877032],[0.9970305  0.00296948],[0.9497584 0.0533007],train
0,[ 1.9384452 -2.3585136],[0.98657286 0.01342714],[0.8741812  0.08639144],train
0,[ 1.7459075 -2.6904604],[0.9882996  0.01170034],[0.8514359  0.06353862],train
0,[ 2.0829163 -2.9268124],[0.9933715  0.00662848],[0.88923156 0.05084393],train
1,[-2.9349406  2.2611244],[0.00550781 0.9944922 ],[0.05045311 0.90560573],train
0,[ 3.0237916 -3.9021237],[9.990189e-01 9.810405e-04],[0.9536375  0.01979905],train
0,[ 1.5829111 -2.0499227],[0.97424    0.02576002],[0.82961637 0.11406019],train
0,[ 2.18273   -2.5725024],[0.9914669 0.0085331],[0.8986879  0.07092922],train
1,[-2.7454565  2.4720237],[0.00539174 0.9946083 ],[0.06034376 0.9221571 ],train
0,[ 2.2441542 -2.865798 ],[0.99399984 0.00600015],[0.9041451  0.05387042],train
0,[ 3.4430768 -3.5851734],[9.9911433e-01 8.8569644e-04],[0.969024   0.02698356],train
0,[ 3.1332438 -3.2577193],[0.9983261  0.00167383],[0.95824337 0.0370505 ],train
0,[ 3.5429094 -4.053951 ],[9.9949825e-01 5.0177349e-04],[0.97188437 0.01705766],train
0,[ 4.40115   -3.9421127],[9.9976212e-01 2.3793796e-04],[0.98788536 0.0190377 ],train
0,[ 3.0609999 -2.671531 ],[0.9967715  0.00322841],[0.9552551 0.0646743],train
0,[ 2.5023167 -2.7427695],[0.9947543 0.0052457],[0.9243041  0.06049631],train
0,[ 2.7638943 -3.603605 ],[0.9982864 0.0017135],[0.9406933  0.02650382],train
0,[ 1.8989367 -1.8611238],[0.9772474 0.0227526],[0.8697712  0.13457212],train
0,[ 0.65521866 -0.81957465],[0.81378484 0.18621515],[0.65818554 0.30585396],train
0,[ 2.9643018 -3.798669 ],[0.9988456  0.00115446],[0.95093507 0.02190977],train
1,[-1.6182843  1.6485025],[0.03672834 0.9632717 ],[0.16544162 0.83868855],train
1,[-2.8288045  1.7190049],[0.0104794  0.98952055],[0.05578734 0.84800065],train
0,[ 3.1028306 -3.2225456],[0.99821293 0.00178709],[0.9570094  0.03832605],train
0,[ 2.008638  -2.1376774],[0.9844238  0.01557615],[0.88170105 0.10548835],train
0,[ 3.3630946 -3.026643 ],[0.9983241  0.00167588],[0.96653104 0.04623664],train
0,[ 3.026002  -3.5880325],[0.9986603  0.00133961],[0.95373505 0.02690859],train
0,[ 2.7109413 -2.9355843],[0.9964826  0.00351734],[0.9376692  0.05042228],train
0,[ 3.5622053 -3.4498494],[9.9909985e-01 9.0014469e-04],[0.97240674 0.03077336],train
0,[ 2.4436948 -2.3028765],[0.9913933  0.00860669],[0.92009914 0.09088502],train
1,[-1.8620505   0.61742157],[0.07730985 0.92269015],[0.13446423 0.64963186],train
0,[ 3.1001563 -3.136751 ],[0.99804795 0.00195208],[0.9568992  0.04161651],train
0,[ 3.182129  -3.2896998],[0.998456   0.00154401],[0.9601562  0.03592624],train
0,[ 3.9430025 -4.5115566],[9.9978715e-01 2.1288206e-04],[0.98097897 0.01086207],train
0,[ 1.1095631 -1.4570318],[0.92868054 0.07131949],[0.75204766 0.18892172],train
0,[ 3.0878994 -3.0864937],[0.99792224 0.00207774],[0.9563908  0.04366782],train
0,[ 3.2098606 -2.8154242],[0.997589   0.00241104],[0.9612037  0.05649635],train
0,[ 3.271858  -2.7907684],[0.99767715 0.00232287],[0.9634507  0.05782508],train
0,[ 0.19040792 -0.29414064],[0.6188214  0.38117865],[0.5474587  0.42699048],train
0,[ 1.7821856 -2.5491488],[0.9870207  0.01297931],[0.8559665 0.0724837],train
0,[ 2.3074915 -2.697839 ],[0.99334246 0.00665751],[0.9094956  0.06310099],train
0,[ 1.6064489 -2.534114 ],[0.9843354  0.01566461],[0.83291775 0.073501  ],train
0,[ 2.6150243 -2.5154831],[0.99412113 0.00587879],[0.9318223  0.07477985],train
0,[ 2.7361028 -2.644365 ],[0.99541545 0.00458455],[0.9391237  0.06633717],train
0,[ 2.069616  -2.1691854],[0.9857802  0.01421975],[0.8879147  0.10255198],train
0,[ 2.2463582 -2.5730069],[0.9919927  0.00800728],[0.9043359  0.07089599],train
0,[ 1.7862991 -2.0043929],[0.97791857 0.02208138],[0.85647297 0.11874247],train
0,[ 3.94304  -4.437338],[9.997707e-01 2.292707e-04],[0.9809796  0.01168913],train
0,[ 2.6253786 -2.7286313],[0.9952931  0.00470689],[0.9324771  0.06130488],train
0,[ 2.2955873 -2.6333196],[0.9928175  0.00718245],[0.90851086 0.06702457],train
0,[ 1.1634625 -1.9272636],[0.9565086  0.04349142],[0.7619613  0.12705377],train
0,[ 3.4932566 -3.4363375],[9.990226e-01 9.774418e-04],[0.9704953  0.03117893],train
0,[ 3.3835232 -3.681307 ],[9.991461e-01 8.539102e-04],[0.9671856  0.02457108],train
0,[ 1.627664  -2.2159271],[0.9790325 0.0209675],[0.8358494  0.09832931],train
0,[ 2.4360445 -2.2177355],[0.99056435 0.00943565],[0.9195349 0.0981691],train
0,[ 1.3773507 -1.8230501],[0.96084934 0.03915064],[0.7985652  0.13906828],train
0,[ 3.0441577 -3.4501984],[0.99849033 0.00150967],[0.95452964 0.03076294],train
0,[ 2.7459233 -2.770686 ],[0.9959966  0.00400336],[0.9396827  0.05892897],train
0,[ 2.5072067 -2.0734193],[0.9898555  0.01014451],[0.92464554 0.11170729],train
0,[ 2.9265025 -3.9143484],[0.99893194 0.00106805],[0.94914114 0.01956319],train
1,[-2.6184127  0.9843133],[0.02652651 0.9734735 ],[0.06796277 0.72796327],train
0,[ 1.1820939 -1.5616792],[0.93956065 0.06043929],[0.7653241  0.17340583],train
0,[ 2.8545406 -3.0030134],[0.9971499  0.00285008],[0.94555295 0.04728992],train
0,[ 1.5817741 -1.9244989],[0.9708657  0.02913427],[0.8294556  0.12736073],train
0,[ 2.791259  -2.7383387],[0.99604803 0.0039519 ],[0.9422017  0.06074863],train
0,[ 2.3341749 -3.1713173],[0.995952   0.00404793],[0.91166806 0.04025948],train
0,[ 1.5716326 -2.4615045],[0.98258984 0.01741017],[0.8280163  0.07860131],train
0,[ 2.689461  -2.9043317],[0.9962929  0.00370709],[0.93640184 0.05193985],train
0,[ 2.141443  -3.0881186],[0.9946727  0.00532734],[0.89486647 0.04360002],train
0,[-0.10565732 -1.8109124 ],[0.84621984 0.15378018],[0.47361022 0.14052789],train
0,[ 0.31973076 -1.209941  ],[0.8219583  0.17804171],[0.5792586  0.22971149],train
0,[ 1.342277  -1.7622813],[0.9570804  0.04291962],[0.79286414 0.14650485],train
0,[ 1.8736297 -1.7217697],[0.97328365 0.02671636],[0.8668777  0.15164337],train
0,[ 2.7587588 -3.2807384],[0.9976229  0.00237709],[0.94040614 0.03623792],train
0,[ 2.2860065 -3.492915 ],[0.9969175  0.00308252],[0.90771145 0.0295145 ],train
0,[ 0.68488973 -1.3195469 ],[0.8812621  0.11873788],[0.66482913 0.21089368],train
1,[-2.612037   2.1709285],[0.00830164 0.9916984 ],[0.06836776 0.8976084 ],train
0,[ 3.4967391 -2.9818528],[0.9984664  0.00153362],[0.9705949  0.04825247],train
0,[ 3.6505773 -3.8806155],[9.994642e-01 5.358112e-04],[0.9746815 0.0202208],train
0,[ 3.210387  -3.7096803],[9.990132e-01 9.867887e-04],[0.96122324 0.02390014],train
0,[ 2.0152318 -2.1837125],[0.9852106  0.01478941],[0.8823871  0.10122267],train
0,[ 1.0373961 -1.7212497],[0.9403998  0.05960022],[0.7383473  0.15171027],train
0,[ 2.6212575 -3.6347024],[0.99808466 0.00191531],[0.93221724 0.02571317],train
0,[ 3.344359  -3.4148204],[0.9988412  0.00115884],[0.9659196  0.03183549],train
0,[ 3.9564135 -4.1210594],[9.9968970e-01 3.1035833e-04],[0.9812275  0.01596819],train
0,[ 2.221876  -3.3600948],[0.996249   0.00375102],[0.9021968  0.03356615],train
0,[ 3.3279173 -4.1129055],[9.994136e-01 5.864582e-04],[0.96537423 0.01609682],train
0,[ 3.6381896 -3.818064 ],[9.9942255e-01 5.7748327e-04],[0.974374   0.02149798],train
0,[ 1.1011299  -0.50513643],[0.83289236 0.16710764],[0.7504717  0.37633437],train
0,[ 3.2842991 -4.2971087],[9.994904e-01 5.095833e-04],[0.9638862  0.01342516],train
1,[-2.117993   1.7250316],[0.02097913 0.97902083],[0.10736024 0.84877574],train
0,[ 1.2576163 -0.9910682],[0.90453696 0.095463  ],[0.7786155  0.27070114],train
0,[ 2.445102  -2.4984822],[0.99292153 0.00707854],[0.92020255 0.07596465],train
