class,sigmoid_output,set
0,[0.9261105  0.07400607],train
0,[0.88409686 0.1057606 ],train
0,[0.9300405 0.0752141],train
0,[0.9340683  0.11161636],train
0,[0.9492041  0.05685907],train
0,[0.72653735 0.16305918],train
0,[0.3988213  0.43506303],train
0,[0.9525579  0.06990296],train
0,[0.9939958  0.00774614],train
0,[0.9784949  0.01366237],train
0,[0.9078475  0.06857221],train
0,[0.92846894 0.04483463],train
0,[0.9682825  0.03751973],train
0,[0.6240097 0.3350731],train
1,[0.10126986 0.8625623 ],train
0,[0.75214773 0.19234447],train
0,[0.9682854  0.03788912],train
0,[0.93124527 0.0404932 ],train
0,[0.81411946 0.11861575],train
0,[0.9612609  0.02024375],train
0,[0.89714223 0.05799112],train
0,[0.9705091  0.02501993],train
0,[0.87474614 0.066375  ],train
0,[0.7280347  0.17469396],train
0,[0.9240192  0.08107016],train
1,[0.1583205 0.7688691],train
0,[0.9001342  0.15947482],train
0,[0.9224285  0.08587189],train
0,[0.9632604 0.0387635],train
0,[0.97276276 0.01739232],train
0,[0.9183797  0.06452543],train
0,[0.9777034  0.02364394],train
0,[0.812905   0.20174894],train
0,[0.9741648  0.02297518],train
1,[0.28886163 0.82441735],train
0,[0.9449126  0.10146374],train
0,[0.8616863  0.06860892],train
0,[0.9221721  0.02734639],train
0,[0.84948033 0.12852354],train
1,[0.06163692 0.89702773],train
0,[0.6928685 0.1716273],train
0,[0.9356482  0.05899434],train
0,[0.9842129  0.02316423],train
1,[0.18499973 0.75618744],train
0,[0.87581897 0.09541094],train
0,[0.9325301  0.06646658],train
0,[0.8774212  0.08218531],train
0,[0.88255674 0.08680902],train
0,[0.7383473  0.15171027],train
0,[0.8570099  0.12339167],train
1,[0.08636656 0.79919326],train
0,[0.9577425  0.03150396],train
0,[0.78673387 0.11718725],train
0,[0.9823576  0.00661552],train
0,[0.9018443  0.05320385],train
0,[0.97303367 0.03171157],train
0,[0.9558944  0.03962159],train
0,[0.85442764 0.08659189],train
0,[0.7648073  0.19204782],train
0,[0.9155796  0.07848632],train
0,[0.95869523 0.03031489],train
0,[0.9690859  0.02343469],train
0,[0.96314347 0.06517629],train
0,[0.89585537 0.05404108],train
0,[0.95897317 0.04292123],train
0,[0.96079797 0.02633684],train
0,[0.8763249  0.15675151],train
0,[0.8771465  0.05769662],train
0,[0.9098074  0.10088956],train
0,[0.94498646 0.05696334],train
0,[0.79786295 0.12167537],train
0,[0.83087313 0.17198855],train
0,[0.9547549  0.03390959],train
0,[0.87504977 0.10316208],train
0,[0.919418   0.04080002],train
0,[0.9813648  0.02467665],train
0,[0.8596352  0.10572168],train
1,[0.10214887 0.7365363 ],train
0,[0.92835075 0.04241687],train
0,[0.6526548  0.16243589],train
0,[0.8644435  0.05385668],train
0,[0.96121347 0.04178403],train
0,[0.8215998  0.07010328],train
0,[0.9291318  0.05625224],train
0,[0.9012948  0.07076779],train
0,[0.861773   0.16305676],train
0,[0.8482017 0.1078987],train
0,[0.94649017 0.0388215 ],train
0,[0.8565149  0.06372257],train
0,[0.95064074 0.05030608],train
0,[0.89535654 0.06128005],train
0,[0.85426855 0.13595788],train
0,[0.93136716 0.05604932],train
0,[0.82492363 0.11955521],train
0,[0.8465143 0.1898147],train
0,[0.9662337  0.02823465],train
0,[0.97548443 0.04225776],train
0,[0.97957724 0.02655163],train
0,[0.9752231  0.02440947],train
0,[0.8548271  0.06963274],train
0,[0.96127725 0.0336334 ],train
0,[0.97181636 0.01513438],train
0,[0.7934228  0.15477923],train
0,[0.8812573  0.13409977],train
0,[0.778572   0.19317779],train
0,[0.9017075  0.05197206],train
0,[0.9332562  0.03185829],train
0,[0.95782834 0.02789742],train
0,[0.8362033  0.10105932],train
0,[0.9414157  0.04898498],train
0,[0.89514023 0.12289397],train
0,[0.3738813 0.6274809],train
0,[0.9276083  0.05528172],train
0,[0.8480855  0.05128978],train
0,[0.750667   0.23137158],train
0,[0.41004252 0.50910157],train
0,[0.9356801  0.04562608],train
0,[0.7379478  0.19531418],train
0,[0.9185312  0.10848419],train
0,[0.98316836 0.01779539],train
0,[0.9794967  0.01151644],train
0,[0.94941807 0.03593095],train
0,[0.91693807 0.09234877],train
0,[0.9314468  0.04179903],train
0,[0.96478057 0.02761952],train
0,[0.8703755  0.16009283],train
0,[0.9533104  0.05520533],train
0,[0.9370667  0.03748726],train
0,[0.97672904 0.02271535],train
0,[0.86168903 0.08989477],train
0,[0.9590982 0.0539623],train
0,[0.92949396 0.02723324],train
0,[0.30376685 0.5286275 ],train
0,[0.8821053  0.06248598],train
0,[0.9464107  0.06424504],train
0,[0.8397643 0.1338604],train
0,[0.87753713 0.08112157],train
0,[0.8852817  0.07913009],train
0,[0.96936595 0.01623236],train
0,[0.9048664  0.06679908],train
0,[0.94695795 0.03867982],train
0,[0.8571038  0.07405038],train
0,[0.86628747 0.05733295],train
0,[0.9823881  0.00597321],train
0,[0.92795557 0.07014888],train
0,[0.90016705 0.04482688],train
0,[0.7846268 0.3603536],train
0,[0.18362299 0.6789593 ],train
0,[0.95009446 0.05284214],train
0,[0.7256611  0.15104339],train
0,[0.68137854 0.29742706],train
0,[0.95338947 0.05342454],train
0,[0.9220684 0.0521189],train
0,[0.94684774 0.03793477],train
0,[0.7215473  0.20327805],train
0,[0.8667661 0.0807681],train
0,[0.9850065  0.01496929],train
0,[0.968857   0.01433008],train
0,[0.9283878  0.01363319],train
0,[0.86287487 0.08552547],train
0,[0.92411566 0.03434495],train
0,[0.9175878  0.02367604],train
0,[0.96810806 0.01748685],train
0,[0.8761208  0.05753306],train
0,[0.8649235  0.21848196],train
0,[0.9035007  0.06714921],train
0,[0.95303077 0.04732164],train
0,[0.9659014  0.04075404],train
0,[0.9530431  0.02739989],train
0,[0.94629043 0.04668251],train
0,[0.9752922  0.01965253],train
0,[0.877775   0.09515975],train
0,[0.75992566 0.10650035],train
0,[0.8748441  0.06633353],train
1,[0.1425137  0.89513516],train
0,[0.7465955  0.14478055],train
1,[0.0356439 0.9353787],train
0,[0.6222598  0.21790883],train
0,[0.9682081  0.03639157],train
0,[0.88431907 0.06545824],train
0,[0.9144065 0.0558275],train
0,[0.9405492  0.03117585],train
0,[0.8406187  0.14553274],train
0,[0.91448694 0.03115383],train
0,[0.9370957 0.0525191],train
0,[0.9647191  0.03481841],train
0,[0.89605856 0.09282957],train
0,[0.9169254  0.06985441],train
0,[0.88309586 0.12827052],train
0,[0.8795765  0.06967763],train
0,[0.8131179  0.22261935],train
0,[0.99330115 0.00492531],train
1,[0.03184203 0.9339736 ],train
0,[0.96135414 0.03095054],train
0,[0.9408677  0.03376995],train
0,[0.7350311  0.14878134],train
0,[0.93136275 0.0623884 ],train
0,[0.7287786  0.19416222],train
1,[0.14757137 0.749269  ],train
0,[0.95819116 0.01835461],train
0,[0.8834731  0.06144567],train
0,[0.97350186 0.02176815],train
0,[0.92091316 0.05570222],train
0,[0.83233464 0.15623547],train
0,[0.86207545 0.17562217],train
0,[0.8157174  0.13512541],train
0,[0.955733   0.04845031],train
0,[0.93412876 0.03108852],train
0,[0.96564716 0.04471178],train
0,[0.95130366 0.03359894],train
0,[0.93108267 0.05229257],train
0,[0.7739542  0.18365727],train
0,[0.9616355  0.02402452],train
0,[0.62160033 0.09985129],train
0,[0.8677538  0.12699042],train
0,[0.9299547  0.03856848],train
0,[0.7280615 0.2192492],train
0,[0.98411256 0.01784001],train
0,[0.9068188  0.08787837],train
0,[0.91760266 0.05989169],train
0,[0.9114943  0.03711073],train
0,[0.79640025 0.13041262],train
0,[0.8143544  0.10881148],train
0,[0.8917659  0.09499773],train
0,[0.9084423  0.07855275],train
0,[0.8417717  0.09601946],train
0,[0.71746916 0.18205589],train
0,[0.85986197 0.07210191],train
0,[0.88277453 0.0986473 ],train
0,[0.9278816  0.04223591],train
0,[0.3231314  0.34249625],train
0,[0.7451695  0.20084535],train
1,[0.02155108 0.9562334 ],train
1,[0.12806177 0.8308976 ],train
0,[0.9272813  0.03896211],train
0,[0.71287876 0.17766418],train
0,[0.91221166 0.08884822],train
0,[0.971854   0.01985465],train
0,[0.9174664  0.07191501],train
0,[0.8434057  0.23581931],train
0,[0.90245944 0.08111235],train
0,[0.93817276 0.04505445],train
0,[0.919873   0.05241708],train
0,[0.5946862 0.3083709],train
0,[0.84225637 0.17455336],train
0,[0.9714489  0.01929689],train
0,[0.88862544 0.08361404],train
1,[0.09687808 0.788581  ],train
0,[0.9321217  0.06157936],train
0,[0.9175802  0.09093658],train
0,[0.87501377 0.0620147 ],train
0,[0.71951586 0.171487  ],train
0,[0.9579144  0.04120753],train
0,[0.97490454 0.01725999],train
0,[0.7493382  0.21210755],train
0,[0.93309087 0.05749978],train
0,[0.91779566 0.07857492],train
0,[0.95229286 0.04896731],train
0,[0.9227816  0.06631709],train
0,[0.79827714 0.1923042 ],train
1,[0.10194205 0.851394  ],train
0,[0.7078687  0.23430227],train
0,[0.90580034 0.06911582],train
0,[0.9140669  0.12169478],train
0,[0.89040196 0.14313664],train
0,[0.37741348 0.5234066 ],train
0,[0.5657938 0.4335639],train
0,[0.9469555  0.04200968],train
0,[0.9566219  0.01618967],train
0,[0.98780835 0.00375563],train
0,[0.93282926 0.02900119],train
0,[0.97005314 0.03603722],train
0,[0.9811584 0.0124261],train
0,[0.9152144  0.07947904],train
0,[0.8547107  0.09277941],train
0,[0.92809725 0.05255665],train
0,[0.9298645  0.06004488],train
0,[0.9424682  0.03926217],train
0,[0.9046885  0.09542488],train
1,[0.05575471 0.8959055 ],train
0,[0.95779544 0.02889714],train
0,[0.9068451  0.03752749],train
0,[0.96874434 0.01605759],train
0,[0.93636054 0.0602654 ],train
0,[0.9649677  0.03886423],train
0,[0.9125032 0.0579148],train
0,[0.8456704  0.13764194],train
0,[0.93145496 0.06535773],train
0,[0.82766545 0.04982793],train
0,[0.8981941  0.06291094],train
0,[0.6746403  0.36395803],train
0,[0.9678296  0.05713642],train
0,[0.58467686 0.28038272],train
0,[0.95485026 0.0289429 ],train
0,[0.9615968  0.02189407],train
0,[0.8544727  0.17247465],train
0,[0.6976171  0.20737639],train
0,[0.9383303  0.05054728],train
0,[0.7646468  0.11033064],train
0,[0.9516092  0.02695638],train
0,[0.8796225 0.086784 ],train
0,[0.95066464 0.07030224],train
1,[0.08144323 0.7329785 ],train
0,[0.90232795 0.08137485],train
0,[0.8133079  0.09873518],train
0,[0.9313407 0.0181223],train
0,[0.87636375 0.10781791],train
0,[0.63658726 0.06519876],train
0,[0.90685016 0.07314382],train
0,[0.95540404 0.01977981],train
0,[0.92354506 0.09025791],train
0,[0.30313566 0.45548406],train
0,[0.9638523  0.03337425],train
0,[0.9112833  0.08561576],train
1,[0.08838242 0.89733666],train
0,[0.6679944 0.2373017],train
0,[0.9684571  0.03102515],train
0,[0.807704   0.18250161],train
0,[0.8621617 0.0608944],train
0,[0.9700595  0.02339585],train
0,[0.78551114 0.14903864],train
0,[0.8365937  0.10692585],train
0,[0.9835675  0.03690925],train
0,[0.94458294 0.05188726],train
0,[0.7325103 0.1943532],train
0,[0.93567216 0.05460112],train
0,[0.95700496 0.02494251],train
0,[0.95421845 0.02887021],train
0,[0.89863044 0.09343416],train
0,[0.91740024 0.0495291 ],train
0,[0.8915165  0.07204396],train
0,[0.9713392  0.02479636],train
0,[0.9272531  0.07000429],train
0,[0.9839151 0.0149949],train
0,[0.9514295  0.03998137],train
0,[0.95649225 0.02405491],train
0,[0.85119385 0.1348463 ],train
0,[0.94988894 0.02110955],train
0,[0.8994933  0.09815694],train
0,[0.9456844  0.05155551],train
0,[0.8917394 0.1067689],train
0,[0.9655806  0.04605817],train
0,[0.83554775 0.087329  ],train
0,[0.91355985 0.10514425],train
0,[0.9294342  0.03943231],train
0,[0.9377172  0.05096692],train
0,[0.98340905 0.01575401],train
0,[0.9615857  0.02274313],train
0,[0.96580297 0.04449893],train
1,[0.08597884 0.8489968 ],train
0,[0.9644337  0.04309333],train
0,[0.76916707 0.17428222],train
0,[0.83729464 0.09579813],train
1,[0.05079458 0.9063159 ],train
0,[0.84849674 0.14896788],train
0,[0.95883316 0.02110215],train
0,[0.92705387 0.08274443],train
0,[0.8007814 0.0905701],train
0,[0.9574302  0.05208158],train
0,[0.6653044  0.28806967],train
0,[0.7276237  0.21960898],train
0,[0.88914675 0.05730792],train
0,[0.92821753 0.05926105],train
0,[0.8118022  0.10740691],train
0,[0.89832795 0.11447798],train
0,[0.84213454 0.12870398],train
0,[0.9143551  0.07152236],train
0,[0.9421007  0.05846451],train
0,[0.90760785 0.0782357 ],train
0,[0.9398936  0.03128986],train
0,[0.7771915  0.06891149],train
0,[0.948038   0.01300521],train
0,[0.9737211  0.02408902],train
1,[0.11860735 0.81730425],train
1,[0.06881987 0.8488489 ],train
0,[0.95429313 0.03578394],train
0,[0.9026634  0.05800282],train
0,[0.915167   0.03125476],train
0,[0.79967296 0.12742844],train
0,[0.8262744  0.12104997],train
0,[0.8952924  0.08888619],train
0,[0.7970522  0.18544856],train
0,[0.831814   0.17286733],train
0,[0.25237697 0.6746852 ],train
0,[0.8777639  0.04100693],train
0,[0.877545   0.08294767],train
0,[0.95704067 0.04742032],train
0,[0.95885915 0.03584347],train
0,[0.82389116 0.06949507],train
0,[0.9731207 0.0175238],train
0,[0.8273058  0.06396438],train
0,[0.96608347 0.0414489 ],train
1,[0.13081905 0.7073957 ],train
1,[0.093238  0.8917609],train
0,[0.70341605 0.15532418],train
0,[0.86810887 0.12657723],train
0,[0.8594041  0.05445342],train
0,[0.7985652  0.13906828],train
0,[0.90706384 0.04313564],train
0,[0.8549203  0.03758027],train
0,[0.85391825 0.08868754],train
0,[0.85256785 0.10135349],train
0,[0.9142332  0.05007969],train
0,[0.69528186 0.19663626],train
0,[0.95300835 0.03613931],train
0,[0.9585602  0.05201126],train
0,[0.8625034  0.09817108],train
0,[0.86647123 0.06215059],train
0,[0.951296   0.06502865],train
0,[0.91493    0.04978085],train
0,[0.6676245  0.22706145],train
0,[0.98525107 0.00948025],train
0,[0.82967365 0.08554894],train
0,[0.8300063  0.11208279],train
0,[0.96622145 0.02396982],train
0,[0.9589784  0.03090688],train
0,[0.92779803 0.1049761 ],train
0,[0.48146018 0.5237538 ],train
0,[0.8912213  0.09356958],train
0,[0.85754114 0.09648131],train
0,[0.90419006 0.08572197],train
1,[0.12474734 0.8501582 ],train
0,[0.9280178 0.0682565],train
0,[0.9662914  0.02709716],train
0,[0.8262704  0.21598534],train
0,[0.9582775  0.01723315],train
0,[0.79636186 0.17934237],train
1,[0.14071047 0.8145644 ],train
0,[0.9212756  0.01709978],train
0,[0.94517416 0.05380622],train
0,[0.87868583 0.08471841],train
0,[0.93000585 0.10455186],train
1,[0.37815565 0.45997256],train
0,[0.81218404 0.08966349],train
0,[0.7261446  0.12780844],train
0,[0.8504803  0.28314245],train
0,[0.74741673 0.32857502],train
0,[0.9823214  0.01204552],train
1,[0.05580121 0.925481  ],train
0,[0.9008855  0.06956054],train
0,[0.82092035 0.11066555],train
0,[0.97234726 0.03614676],train
1,[0.0815931  0.80353546],train
0,[0.82074404 0.05929777],train
0,[0.9640529  0.01633607],train
0,[0.95427805 0.02556944],train
0,[0.9392007  0.03418318],train
1,[0.1647445 0.8444532],train
0,[0.95506227 0.02078867],train
0,[0.8961139  0.06401472],train
0,[0.9143397  0.04194009],train
0,[0.96575314 0.03769744],train
0,[0.9585792 0.03425  ],train
0,[0.93061125 0.06029461],train
0,[0.9108315  0.06498805],train
1,[0.00581392 0.9789842 ],train
0,[0.9188931 0.0526574],train
0,[0.8836997  0.06851852],train
0,[0.9017884  0.10636371],train
0,[0.94658387 0.02240558],train
0,[0.90777147 0.02737561],train
0,[0.9312465 0.0515617],train
0,[0.9378501  0.04036458],train
1,[0.07141075 0.884207  ],train
0,[0.9687026  0.02400405],train
0,[0.9065322  0.06904846],train
0,[0.8743168  0.08933443],train
0,[0.9722998 0.0168966],train
0,[0.97018415 0.03057649],train
0,[0.9698714  0.02589617],train
0,[0.83125377 0.13150778],train
0,[0.62819284 0.09992524],train
0,[0.94217277 0.04503127],train
0,[0.7257637 0.2140425],train
1,[0.07039246 0.85365987],train
0,[0.95832795 0.01566133],train
1,[0.06068351 0.856305  ],train
0,[0.87955797 0.09339215],train
0,[0.7206209  0.22428805],train
0,[0.9388643  0.04414668],train
0,[0.9642129  0.02197485],train
0,[0.9001484  0.04610812],train
0,[0.81117356 0.2319509 ],train
1,[0.07585124 0.8034727 ],train
0,[0.9714875  0.01468708],train
0,[0.9678725  0.01739755],train
0,[0.94419545 0.03251952],train
0,[0.9768638  0.01680257],train
0,[0.7442313 0.2665012],train
0,[0.9455761  0.09712891],train
0,[0.954262   0.06092089],train
0,[0.922316   0.03096008],train
0,[0.9658094  0.02376155],train
0,[0.9391538  0.03568698],train
1,[0.10545285 0.7678373 ],train
0,[0.9288582  0.03916734],train
0,[0.95826304 0.03912854],train
0,[0.7783104  0.21121934],train
0,[0.9652488  0.04346057],train
0,[0.93087614 0.05925615],train
0,[0.93624276 0.06334941],train
0,[0.9429654  0.04283074],train
0,[0.96914107 0.01544628],train
0,[0.96122295 0.02469806],train
0,[0.960231   0.05072849],train
0,[0.7304263  0.11564027],train
0,[0.98359686 0.01751183],train
0,[0.93386453 0.11479543],train
0,[0.7779858  0.08130086],train
0,[0.9435006  0.08335032],train
1,[0.13959715 0.8810058 ],train
0,[0.9791853 0.029653 ],train
0,[0.92242056 0.06071712],train
0,[0.95676494 0.02854999],train
0,[0.95339394 0.03058323],train
0,[0.98931676 0.0188759 ],train
0,[0.93479884 0.05856412],train
0,[0.9737442  0.00662443],train
0,[0.89728415 0.07977463],train
0,[0.9821884  0.01726991],train
0,[0.8542004  0.03788873],train
1,[0.05827492 0.856607  ],train
0,[0.9051506  0.07987876],train
0,[0.83268917 0.15424106],train
1,[0.19533202 0.6974718 ],train
0,[0.9046001  0.10971767],train
0,[0.9392995  0.04132431],train
0,[0.7216055  0.11859274],train
0,[0.9808544  0.00876934],train
0,[0.95192343 0.02685462],train
0,[0.928005   0.04077671],train
0,[0.9084968  0.10144884],train
0,[0.96591896 0.05782029],train
1,[0.2453088 0.4802089],train
0,[0.9446422  0.03400983],train
0,[0.7501275  0.17693862],train
0,[0.97683024 0.01661923],train
0,[0.932342   0.05451819],train
0,[0.7819732  0.05785723],train
0,[0.9233616  0.06338567],train
0,[0.9740457  0.03094683],train
0,[0.70371014 0.2821146 ],train
0,[0.93741983 0.03601311],train
0,[0.8871813  0.05344096],train
0,[0.8166833 0.239209 ],train
0,[0.8600315  0.04096732],train
0,[0.9475122  0.06611145],train
0,[0.9516881  0.01991013],train
0,[0.9699451  0.01662514],train
0,[0.9630343  0.02129921],train
0,[0.8546073  0.11248228],train
0,[0.8765965  0.15512946],train
0,[0.9387983  0.03816087],train
0,[0.9352499 0.0543891],train
0,[0.96746415 0.03763185],train
0,[0.7347323 0.1058817],train
0,[0.9628176  0.02511687],train
0,[0.80359566 0.07954736],train
0,[0.8508403  0.16914073],train
0,[0.8616546  0.09252308],train
0,[0.90496635 0.03324238],train
0,[0.92452407 0.07791478],train
1,[0.06043094 0.9292066 ],train
0,[0.9689584  0.02504246],train
0,[0.88720363 0.02914412],train
0,[0.9791495  0.01954948],train
0,[0.9064693  0.06718125],train
0,[0.91874814 0.04702985],train
0,[0.9817337  0.02121304],train
0,[0.76569694 0.1616557 ],train
0,[0.5674067  0.36438736],train
0,[0.94711435 0.04301092],train
0,[0.8388594  0.13875201],train
0,[0.9340725  0.06231934],train
0,[0.8985295  0.17995292],train
0,[0.94384515 0.05053728],train
0,[0.7771563  0.15532014],train
0,[0.9035045 0.0650953],train
0,[0.9159796 0.0814317],train
0,[0.7076201  0.23337431],train
0,[0.83959645 0.17367437],train
0,[0.926566   0.03096537],train
0,[0.89934546 0.06834167],train
0,[0.9905019  0.01540988],train
0,[0.9379429 0.0220243],train
0,[0.91075766 0.04066395],train
1,[0.1265809  0.82652766],train
0,[0.9276622  0.04960694],train
0,[0.95362306 0.04676465],train
1,[0.11771394 0.6875066 ],train
0,[0.8259342  0.16562419],train
0,[0.9893457  0.00733814],train
0,[0.9524672  0.02791695],train
0,[0.8645087 0.1393713],train
0,[0.7909872 0.1919974],train
0,[0.85994554 0.08579417],train
0,[0.5529902  0.44071862],train
0,[0.94999504 0.08061878],train
0,[0.93946403 0.02360511],train
0,[0.9543752  0.07486413],train
0,[0.94202065 0.06204502],train
0,[0.9432937  0.02901217],train
0,[0.8537483  0.04720911],train
0,[0.96936697 0.04902925],train
0,[0.9832607  0.01215266],train
0,[0.33503267 0.48929262],train
0,[0.8450663  0.08410014],train
0,[0.9022563  0.07607379],train
0,[0.77488863 0.11220009],train
0,[0.9563943  0.03618388],train
0,[0.9749127  0.01151292],train
0,[0.9376692  0.05042228],train
0,[0.9683511  0.02104661],train
0,[0.5591023 0.3710475],train
0,[0.8326756  0.11974663],train
0,[0.9437151  0.03403198],train
0,[0.91095656 0.03500645],train
1,[0.25420955 0.63776875],train
0,[0.93167305 0.0395679 ],train
0,[0.8023963  0.04169114],train
0,[0.96409315 0.03776672],train
0,[0.95250094 0.0417046 ],train
0,[0.88810253 0.06744118],train
0,[0.9733549  0.03249647],train
0,[0.976103   0.02027646],train
0,[0.90828866 0.07838512],train
0,[0.8229906  0.13510706],train
0,[0.9408186  0.04861974],train
0,[0.8841159  0.06230817],train
0,[0.6968469  0.20520024],train
0,[0.85802776 0.07232063],train
0,[0.8559665 0.0724837],train
0,[0.8886752  0.10389235],train
0,[0.9169465  0.07280217],train
1,[0.18117283 0.6962693 ],train
0,[0.79186606 0.21013553],train
0,[0.9784816  0.01490024],train
0,[0.9601095  0.04129932],train
1,[0.23528992 0.64738584],train
0,[0.80718595 0.14925623],train
0,[0.6957634  0.14503504],train
0,[0.891651  0.0610999],train
0,[0.9425773  0.02910186],train
1,[0.22449563 0.66965884],train
0,[0.8883221  0.04206575],train
0,[0.97623694 0.02307905],train
0,[0.9755381  0.03129902],train
0,[0.799709   0.07206259],train
0,[0.9478954  0.03699758],train
0,[0.93673414 0.06048417],train
0,[0.7639823 0.1673021],train
0,[0.8480922  0.14755094],train
0,[0.9256275  0.04202928],train
0,[0.6023339 0.3822587],train
0,[0.9568781  0.03359121],train
0,[0.5486412  0.29976574],train
0,[0.94516045 0.03205717],train
0,[0.8707287  0.03054429],train
0,[0.871746   0.13131593],train
0,[0.92929494 0.06949519],train
0,[0.7511161 0.214552 ],train
0,[0.96461326 0.02403677],train
0,[0.92778283 0.03691245],train
0,[0.9363913 0.0431456],train
0,[0.87778497 0.04661182],train
0,[0.87907016 0.0669638 ],train
0,[0.9330562  0.02158658],train
0,[0.95995206 0.02438449],train
0,[0.8763158  0.08307735],train
0,[0.8155195  0.17704934],train
0,[0.81329924 0.24913427],train
0,[0.91645175 0.06769247],train
0,[0.8481923  0.11638935],train
0,[0.6066411  0.13716266],train
0,[0.9829223  0.01298785],train
0,[0.94518715 0.06906277],train
0,[0.9242768  0.06791943],train
0,[0.7730158  0.12552236],train
0,[0.9666194  0.03638205],train
0,[0.9537487  0.03937928],train
0,[0.97071296 0.03210021],train
0,[0.89266276 0.04838304],train
0,[0.8448683  0.08537691],train
0,[0.8927383  0.05743076],train
0,[0.95476574 0.02727203],train
0,[0.9527159  0.04765543],train
0,[0.74645406 0.20388304],train
0,[0.08965574 0.77597076],train
0,[0.94730294 0.03560508],train
0,[0.93145955 0.01799567],train
0,[0.9393481  0.02487577],train
0,[0.06670037 0.9062825 ],train
0,[0.9567946  0.03071294],train
0,[0.8600075  0.06072167],train
0,[0.8324779  0.13800193],train
0,[0.92555267 0.05518578],train
0,[0.85115176 0.13025899],train
0,[0.86230725 0.0665962 ],train
0,[0.94171894 0.04212037],train
0,[0.95747465 0.04449042],train
0,[0.8131192  0.20534323],train
0,[0.7637951  0.20259835],train
0,[0.9625014  0.03078378],train
0,[0.6527459  0.22179599],train
0,[0.8303598  0.07746013],train
0,[0.9352921  0.03150029],train
0,[0.889034   0.13815396],train
0,[0.94881135 0.03549101],train
0,[0.97486275 0.02010957],train
0,[0.9087221  0.07808381],train
0,[0.9766102  0.03041973],train
0,[0.79616374 0.19621855],train
0,[0.79244757 0.0925007 ],train
0,[0.93857723 0.04387853],train
0,[0.79745305 0.12402197],train
0,[0.8695299  0.16308422],train
1,[0.22947176 0.6830186 ],train
1,[0.04965661 0.9565171 ],train
0,[0.9342305 0.06174  ],train
0,[0.93650305 0.06811813],train
0,[0.9736554  0.03032838],train
0,[0.8344922  0.06470553],train
0,[0.85401356 0.09541521],train
0,[0.94126517 0.02626302],train
0,[0.75892    0.22128794],train
0,[0.9474386  0.03283055],train
0,[0.9438062  0.07115348],train
0,[0.6470251  0.04889168],train
0,[0.9549654  0.03597141],train
0,[0.8349383  0.09503958],train
0,[0.9657931  0.03168792],train
0,[0.9833605  0.01674553],train
0,[0.9805894  0.01543052],train
0,[0.9683469 0.0369436],train
0,[0.9739854 0.0133743],train
0,[0.97694016 0.02763263],train
0,[0.5880047 0.3033408],train
0,[0.8495234  0.10110338],train
0,[0.76667076 0.17712936],train
0,[0.95209825 0.02330221],train
0,[0.9128777  0.05597522],train
1,[0.08975647 0.8818949 ],train
0,[0.83974665 0.11839749],train
0,[0.9061363  0.09711663],train
0,[0.9334339  0.03568975],train
0,[0.9154167  0.17829339],train
0,[0.96011376 0.02624971],train
0,[0.97757006 0.02209009],train
0,[0.9771968 0.0214436],train
0,[0.9609437  0.04805198],train
0,[0.95871866 0.07510208],train
0,[0.95098877 0.02568648],train
1,[0.02232801 0.97329783],train
0,[0.92713916 0.06267837],train
0,[0.79061127 0.04154567],train
0,[0.9503559  0.03715704],train
0,[0.9497584 0.0533007],train
1,[0.13226745 0.74351156],train
0,[0.93775034 0.05432457],train
0,[0.9597596  0.05686711],train
0,[0.91031873 0.05745941],train
0,[0.9391374  0.04961482],train
0,[0.95669764 0.0321018 ],train
0,[0.7608038  0.17989308],train
1,[0.23331898 0.64654046],train
0,[0.94814    0.04268135],train
0,[0.94545656 0.02583088],train
0,[0.90651953 0.0900001 ],train
0,[0.87089455 0.10259127],train
0,[0.95544857 0.04187921],train
0,[0.9286659  0.04736724],train
0,[0.6881107 0.3674246],train
0,[0.30578804 0.56734174],train
0,[0.9249073  0.06544177],train
0,[0.9466769  0.05232868],train
0,[0.9426504  0.05545077],train
0,[0.8751158  0.17667115],train
0,[0.8714421  0.11699217],train
0,[0.881985   0.10279692],train
0,[0.8223184  0.06206171],train
0,[0.8700715  0.17126825],train
1,[0.07557134 0.9267737 ],train
0,[0.423118 0.486609],train
0,[0.9022637  0.07783166],train
1,[0.24498546 0.6453819 ],train
0,[0.9424518  0.05136715],train
1,[0.13114734 0.8492753 ],train
0,[0.99220544 0.01686181],train
0,[0.977665   0.03151861],train
0,[0.9740269 0.0426338],train
0,[0.8715971  0.11254909],train
0,[0.8458602 0.1544859],train
0,[0.7472134 0.171796 ],train
1,[0.14707321 0.7210624 ],train
0,[0.96390146 0.04245847],train
0,[0.97863114 0.05698259],train
0,[0.97062755 0.04009767],train
0,[0.95885813 0.04087674],train
0,[0.87604743 0.08615826],train
0,[0.84032196 0.13144812],train
0,[0.96696967 0.03347066],train
0,[0.95083654 0.05496684],train
0,[0.8183731  0.11587331],train
0,[0.5149947  0.28011304],train
0,[0.96907467 0.0199587 ],train
1,[0.18555625 0.7762856 ],train
0,[0.9701802  0.02978169],train
0,[0.96913546 0.01824128],train
0,[0.94250125 0.04571303],train
0,[0.9757853  0.01363638],train
0,[0.8408024  0.10722695],train
0,[0.8558679  0.06518683],train
0,[0.9013782  0.05219502],train
0,[0.9513918  0.01605017],train
0,[0.92853117 0.02557184],train
0,[0.7081219  0.18911351],train
